SENTENCE,DATE,EXERCISE,CLASS SEAT,PROTAGONIST IS OBJECT,PROTAGONIST IS AGENT,TYPE,PREVIOUS ACTION,DEPENDENCY 1,DEPENDENCY 2,DEPENDENCY 3
"Así, dejó de sentirse culpable por vivir en su mundo interior donde no existían los chicos populares, ni los botellones, ni Zara.",23/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Pero, con los años, Marta se dió cuenta de que as nadie le importaban sus consejos y de que, en la mayoría de los casos, ni si quiera los escuchaban.","La verdad es que, a veces, Marta se sentía culpable.",
Había alguien a quien Marta sí escuchaba atentamente.,23/5/18,1-1,3,FALSE,TRUE,Plot Description,,,,
"Incluso cuando los pequeños seres que habitaban su mundo interior intentaban llamar su atención para que les hiciera caso y fuera a jugar con ellos, Marta no podía despegar toda su atención de las palabras de Elvira.",23/5/18,1-1,3,FALSE,TRUE,Plot Description,,Había alguien a quien Marta sí escuchaba atentamente.,,
"Ella era, simplemente, la  persona más interesante del mundo.",23/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Incluso cuando los pequeños seres que habitaban su mundo interior intentaban llamar su atención para que les hiciera caso y fuera a jugar con ellos, Marta no podía despegar toda su atención de las palabras de Elvira.",,
Lo más interesante era que ni siquiera se molestaba en intentar serlo.,23/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Ella era, simplemente, la  persona más interesante del mundo.",,
"Ella simplemente hablaba, hablaba de todo y de nada a la vez, siempre asumiendo una gran ignoracia, y nunca intentando dar grandes consejos de sabios, aunque lo eran, y mucho.",23/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Ella era, simplemente, la  persona más interesante del mundo.",Había alguien a quien Marta sí escuchaba atentamente.,
Elvira había conocido a Marta desde que nació.,23/5/18,1-1,3,TRUE,FALSE,Plot Description,,,,
"De hecho, fue la primera persona que la sostuvo en sus brazos y era la mejor abuela del mundo.",23/5/18,1-1,3,TRUE,FALSE,Plot Description,,Elvira había conocido a Marta desde que nació.,"Ella era, simplemente, la  persona más interesante del mundo.",
"Elvira no jugaba con ella a juegos de niños, ni la cogía en brazos y la lanzaba por los aires, y ni hablar de darle chucherías entre horas.",23/5/18,1-1,3,TRUE,FALSE,Plot Description,,"De hecho, fue la primera persona que la sostuvo en sus brazos y era la mejor abuela del mundo.",,
Pero era todo sabiduría.,23/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Ella era, simplemente, la  persona más interesante del mundo.",,
Y Marta lo sabía.,23/5/18,1-1,3,FALSE,TRUE,Plot Description,,Pero era todo sabiduría.,"Ella era, simplemente, la  persona más interesante del mundo.",
"Marta estaba convencida de que jamás encontraría a alguien a quien admirar tanto y a quien escuchar de ese modo y cuando llegó el día que tantos años llevaba temiendo, su mundo se le vino encima.",23/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Ella era, simplemente, la  persona más interesante del mundo.",Pero era todo sabiduría.,
"Jamás encontraría a alguien así, lo sabía.",23/5/18,1-1,3,FALSE,FALSE,Plot Description,,,,
Hasta que apareció él.,23/5/18,1-1,3,FALSE,FALSE,Plot Action,,,,
Podríamos decir que mi vida era de lo más corriente.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,,,
Podríamos decirlo si no tuviesemos en cuenta que mi madre era la persona más importante del país y el propio país no lo sabía.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,Podríamos decir que mi vida era de lo más corriente.,,
"Recuerdo perfectamente cómo hace 2 años mi madre me descubrió su mayor secreto hasta el momento: “Cariño, no te asustes pero te tengo que contar una cosa”, me dijo.",23/5/18,1-1,4,TRUE,FALSE,Plot Description,,Podríamos decirlo si no tuviesemos en cuenta que mi madre era la persona más importante del país y el propio país no lo sabía.,,
¿Cómo no me iba a asustar y preocupar con ese inicio?,23/5/18,1-1,4,FALSE,TRUE,Plot Description,,"Recuerdo perfectamente cómo hace 2 años mi madre me descubrió su mayor secreto hasta el momento: “Cariño, no te asustes pero te tengo que contar una cosa”, me dijo.",,
“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,,,
"Si tuviese que describir mi cara en ese momento se asemejaría a la cara que se te queda cuando te cantan el cumpleaños feliz, no sabes como reaccionar, sabes que es algo bueno pero tu cara y tus sentimientos no se coordinan como es de esperar.",23/5/18,1-1,4,TRUE,FALSE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
"En aquel momento era un poco ingenua, no sabía que ese puesto del gobierno implicaba peligro, así que desde aquel momento me limité a no preguntar mucho (todo eran secretos de estado y por mucho que una madre quiera a su hija hay cosas que, por una parte, no se pueden contar y por otra, es mejor no saber).",23/5/18,1-1,4,FALSE,TRUE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
"Mientras contenía toda mi curiosidad, vivía admirando a mi madre más aún de lo que antes lo hacía por el mero hecho de ser mi madre.",23/5/18,1-1,4,FALSE,TRUE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
"Siendo ahora una ciudadana consciente de que hay mucha gente que nos cubre las espaldas desde el anonimato, sin recibir reconocimiento, pienso en cuantas otras familias, amistades o parejas se habrán roto por este tipo de misiones.",23/5/18,1-1,4,FALSE,TRUE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
"Si, mi madre ya no está y la echo de menos.",23/5/18,1-1,4,FALSE,TRUE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,“Voy a ir al grano: soy la directora general de operaciones encubiertas contra amenazas espaciales del país”.,,
"Las únicas palabras que me pudo dar mi madre, en el pasillo de casa, con la maleta en la mano y entre lagrimas fue: “Nunca dejes de luchar por la gente que quieres, esto lo hago por tí”.",23/5/18,1-1,4,TRUE,FALSE,Plot Description,,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,,
"Desde hace 2 meses, cada noche desde que se fue mi madre, escribo una carta como esta y la acabo tirando a la basura, y creo que hoy me he decidido, voy a sacarla a la luz.",23/5/18,1-1,4,FALSE,TRUE,Plot Action,,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,,
El mundo se merece saber un poco de esta historia.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,,,
"Nunca caerá en el olvido mientras yo siga viva, pero temo el día en el que la vida de mi madre y los sacrificios que ha hecho pasen al montón de historas olvidadas y esta publicación lo resolvería por el momento.",23/5/18,1-1,4,FALSE,TRUE,Plot Action,,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,,
"Ninguna historia merece ser olvidada, pero no todos tienen a alguien que les recuerde.",23/5/18,1-1,4,FALSE,FALSE,Plot Description,,"Nunca caerá en el olvido mientras yo siga viva, pero temo el día en el que la vida de mi madre y los sacrificios que ha hecho pasen al montón de historas olvidadas y esta publicación lo resolvería por el momento.",,
Este no es el caso de mi madre.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,,,
Voy a hacer hasta lo imposible por ti.,23/5/18,1-1,4,FALSE,TRUE,Plot Description,,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,,
Te echo de menos.,23/5/18,1-1,4,FALSE,TRUE,Plot Description,,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,,
Quiero volver a abrazarte y que me digas que todo ha ido bien.,23/5/18,1-1,4,TRUE,TRUE,Plot Description,,Te echo de menos.,Hoy se cumplen 2 meses desde que partió en misión secreta a saber dónde y a saber con quién.,
Si estás leyendo esto mamá… Vuelve a casa pronto.,23/5/18,1-1,4,FALSE,FALSE,Plot Description,,Te echo de menos.,,
Te quiero.,23/5/18,1-1,4,FALSE,TRUE,Plot Description,,Te echo de menos.,,
Hacía dos semanas que no se hablaban.,23/5/18,1-1,6,FALSE,TRUE,Plot Description,,,,
"La reunión del Consejo Elemental iba a tener lugar en apenas tres días, y el ambiente no podía estar más enrarecido.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,Hacía dos semanas que no se hablaban.,,
"Eran amigos desde que Teren tenía recuerdos, y aún así su relación se había enfriado y deteriorado mucho en los últimos días.",23/5/18,1-1,6,TRUE,FALSE,Plot Description,,Hacía dos semanas que no se hablaban.,,
"La crisis energética que atravesaba Titania no estaba afectando únicamente a la economía, y parecía que la influencia de los Oscuros estaba llegando incluso al corazón de los Vortixios.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,,,
"Cuando atravesó las puertas del castillo, Teren olió la tierra húmeda.",23/5/18,1-1,6,FALSE,TRUE,Plot Action,,,,
"“Se avecina tormenta”, pensó; y estaba en lo cierto.",23/5/18,1-1,6,FALSE,TRUE,Plot Action,"Cuando atravesó las puertas del castillo, Teren olió la tierra húmeda.","Cuando atravesó las puertas del castillo, Teren olió la tierra húmeda.",Desde la llegada de la nueva generación de hijos de Ilektro al Castillo Vortixio todo se había complicado.,
Desde la llegada de la nueva generación de hijos de Ilektro al Castillo Vortixio todo se había complicado.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,,,
"Los mayores se habían vuelto orgullosos y vanidosos, y miraban por encima del hombro a los recién llegados.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,Desde la llegada de la nueva generación de hijos de Ilektro al Castillo Vortixio todo se había complicado.,,
"Sin el sabio gobierna de la antigua líder, la convivencia se había roto.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Los mayores se habían vuelto orgullosos y vanidosos, y miraban por encima del hombro a los recién llegados.",,
A Teren le acosaban estos pensamientos.,23/5/18,1-1,6,TRUE,FALSE,Plot Description,,"Sin el sabio gobierna de la antigua líder, la convivencia se había roto.",,
"“No estás preparado para guiarlos”, se repetía.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,A Teren le acosaban estos pensamientos.,,
"“Tú no eres su líder”, se lamentaba.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,A Teren le acosaban estos pensamientos.,"Sin el sabio gobierna de la antigua líder, la convivencia se había roto.",
"“Debería haber muerto yo, y no ella”, se castigaba.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,A Teren le acosaban estos pensamientos.,,
Por su culpa.,23/5/18,1-1,6,TRUE,FALSE,Plot Description,,"“Debería haber muerto yo, y no ella”, se castigaba.",A Teren le acosaban estos pensamientos.,
La culpabilidad era lo peor.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,Por su culpa.,,
"Incluso meses después del terrible incidente en la cueva de Tselinoyarsk seguía sintiéndose culpable por cada acto, cada pensamiento y cada decisión.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,La culpabilidad era lo peor.,A Teren le acosaban estos pensamientos.,
Él había congeniado muy bien con los jóvenes vortixios.,23/5/18,1-1,6,FALSE,TRUE,Plot Description,,,,
"Al principio le costó abrirse a ellos y mostrarse, en definitiva, como siempre había sido.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,Él había congeniado muy bien con los jóvenes vortixios.,,
"Pero tras compartir las últimas expediciones y misiones con ellos, habían conectado.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,"Al principio le costó abrirse a ellos y mostrarse, en definitiva, como siempre había sido.",,
"Eran de generaciones completamente diferentes, pero aún así se sentía muy identificado con su forma de pensar, con su manera de ver el mundo y la vida; eso era más de lo que podía decir de los que se hacían llamar sus amigos.",23/5/18,1-1,6,TRUE,FALSE,Plot Description,,"Pero tras compartir las últimas expediciones y misiones con ellos, habían conectado.","Al principio le costó abrirse a ellos y mostrarse, en definitiva, como siempre había sido.",
"Era cierto, se habían distanciado, y había un buen motivo para ello: sus vidas estaban empezando a tomar caminos distintos, y la crisis energética no hacía más que poner de relieve sus diferencias e intereses confrontados.",23/5/18,1-1,6,TRUE,FALSE,Plot Description,,,,
"Sin embargo, tomar una decisión precipitada no sólo le ganaría la enemistad de sus antiguos camaradas, sino el desprecio de toda la sociedad de Titania hacia él y todos los vortixios.",23/5/18,1-1,6,TRUE,TRUE,Plot Description,,"Era cierto, se habían distanciado, y había un buen motivo para ello: sus vidas estaban empezando a tomar caminos distintos, y la crisis energética no hacía más que poner de relieve sus diferencias e intereses confrontados.",Él había congeniado muy bien con los jóvenes vortixios.,
"Quedarían señalados de por vida como aquellos que podían haber salvado a la humanidad del colapso social, pero se negaron.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Sin embargo, tomar una decisión precipitada no sólo le ganaría la enemistad de sus antiguos camaradas, sino el desprecio de toda la sociedad de Titania hacia él y todos los vortixios.",,
"Teren acostumbraba a no pronunciarse en voz alta sobre el tema; se guardaba para su intimidad sus verdaderas reflexiones, y a veces incluso llegaba a asustarse.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,"Quedarían señalados de por vida como aquellos que podían haber salvado a la humanidad del colapso social, pero se negaron.",,
"Los vortixios, como hijos de Ilektro, tenían una capacidad casi ilimitada de producir electricidad.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,,,
"Pero, ¿acaso no sería una pseudo-prostitución utilizar a seres vivos, tan humanos como cualquiera, como baterías?",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Los vortixios, como hijos de Ilektro, tenían una capacidad casi ilimitada de producir electricidad.",,
No todo el mundo puede ser un héroe.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Pero, ¿acaso no sería una pseudo-prostitución utilizar a seres vivos, tan humanos como cualquiera, como baterías?",,
No todo el mundo quiere ser un héroe.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Pero, ¿acaso no sería una pseudo-prostitución utilizar a seres vivos, tan humanos como cualquiera, como baterías?",,
Y hay veces que el mundo no merece ser salvado.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Pero, ¿acaso no sería una pseudo-prostitución utilizar a seres vivos, tan humanos como cualquiera, como baterías?",,
"Titania estaba al borde de la guerra civil y él, como líder del Castillo Vortixio tenía voz y voto en la resolución del conflicto.",23/5/18,1-1,6,TRUE,FALSE,Plot Description,,"Pero, ¿acaso no sería una pseudo-prostitución utilizar a seres vivos, tan humanos como cualquiera, como baterías?","Los vortixios, como hijos de Ilektro, tenían una capacidad casi ilimitada de producir electricidad.",
"Y, sin embargo, en una hora tan oscura, había decidido tener pensamientos destructivos, egoístas y alejados de la senda de “lo correcto”.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,Y hay veces que el mundo no merece ser salvado.,"Los vortixios, como hijos de Ilektro, tenían una capacidad casi ilimitada de producir electricidad.",
"Tenían que hablar, sin duda.",23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Tenían que hablar, sin duda.","Era cierto, se habían distanciado, y había un buen motivo para ello: sus vidas estaban empezando a tomar caminos distintos, y la crisis energética no hacía más que poner de relieve sus diferencias e intereses confrontados.",
"Pero no iba a estar solo, esta vez no.",23/5/18,1-1,6,TRUE,FALSE,Plot Description,,"Tenían que hablar, sin duda.",,
"Pensando en sus nuevos amigos, pensando en ella, había llegado a la conclusión de que tomaría todo el apoyo de sus seguidores y lo convertiría en poder.",23/5/18,1-1,6,FALSE,TRUE,Plot Description,,Él había congeniado muy bien con los jóvenes vortixios.,,
A cualquier precio.,23/5/18,1-1,6,FALSE,FALSE,Plot Description,,"Pensando en sus nuevos amigos, pensando en ella, había llegado a la conclusión de que tomaría todo el apoyo de sus seguidores y lo convertiría en poder.",,
"Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",23/5/18,1-1,7,FALSE,TRUE,Plot Description,,,,
"Cierro los ojos, silencio… el sudor cae por mi frente, y algo más.",23/5/18,1-1,7,FALSE,TRUE,Plot Action,"Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",,
"Mis sentidos comienzan a despertar, escucho a las gaviotas graznar y las olas del mar romper contra las rocas, con violencia desmedida, como si envidiasen el poder de los acantilados y quisiesen arrebatarles el trono a golpe de furia y rabia.",23/5/18,1-1,7,FALSE,TRUE,Plot Action,,"Cierro los ojos, silencio… el sudor cae por mi frente, y algo más.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Cierro los ojos, escucho un tenue murmullo, el sudor cae por mis costados, y algo más.",23/5/18,1-1,7,TRUE,TRUE,Plot Action,,"Mis sentidos comienzan a despertar, escucho a las gaviotas graznar y las olas del mar romper contra las rocas, con violencia desmedida, como si envidiasen el poder de los acantilados y quisiesen arrebatarles el trono a golpe de furia y rabia.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Los latidos de mi corazón comienzan a retumbar en mi cabeza, como tambores, con fuerza, con pasión desmedida, al misma que un corazón enamorado.",23/5/18,1-1,7,TRUE,TRUE,Plot Action,"Cierro los ojos, escucho un tenue murmullo, el sudor cae por mis costados, y algo más.","Cierro los ojos, escucho un tenue murmullo, el sudor cae por mis costados, y algo más.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Cierro los ojos, me doy cuenta de que estaba tan sumido en mis pensamientos que no estaba respirando, inhalo todo el aire que mis pulmones me permiten, no todo el que quisiera, me duele el pecho … el sudor cae por mis brazos, y algo más.",23/5/18,1-1,7,TRUE,TRUE,Plot Action,"Los latidos de mi corazón comienzan a retumbar en mi cabeza, como tambores, con fuerza, con pasión desmedida, al misma que un corazón enamorado.","Los latidos de mi corazón comienzan a retumbar en mi cabeza, como tambores, con fuerza, con pasión desmedida, al misma que un corazón enamorado.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Ahora es la brisa la que que se hace protagonista, acariciando cada brizna de hierba, cada hebra de mi pelo.",23/5/18,1-1,7,TRUE,FALSE,Plot Description,,,,
"Es agradable, el sol me golpea con fiereza y el aire me refresca la piel, siento como me arde… el sudor cae por mis piernas, y algo más.",23/5/18,1-1,7,TRUE,FALSE,Plot Description,,"Ahora es la brisa la que que se hace protagonista, acariciando cada brizna de hierba, cada hebra de mi pelo.",,
"Cierro los ojos, mis instintos se agudizabn todavía más… no son gaviotas las que graznaban sino cuervos, les oigo comer…",23/5/18,1-1,7,TRUE,TRUE,Plot Action,"Es agradable, el sol me golpea con fiereza y el aire me refresca la piel, siento como me arde… el sudor cae por mis piernas, y algo más.","Es agradable, el sol me golpea con fiereza y el aire me refresca la piel, siento como me arde… el sudor cae por mis piernas, y algo más.","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Cierro los ojos, no eran olas … sino escudos y espadas golpeando unos contra otros , el sonido de la violencia y la lucha entre hombres y mujeres, el sonido de la batalla…",23/5/18,1-1,7,FALSE,TRUE,Plot Action,"Cierro los ojos, mis instintos se agudizabn todavía más… no son gaviotas las que graznaban sino cuervos, les oigo comer…","Cierro los ojos, mis instintos se agudizabn todavía más… no son gaviotas las que graznaban sino cuervos, les oigo comer…","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
" Cierro los ojos, no son murmullos, sino los gritos desesperados de los caidos en combate y los gritos de fiereza y éxtasis de los que siguen en pie luchando, por salvar la vida…",23/5/18,1-1,7,FALSE,TRUE,Plot Action,"Cierro los ojos, no eran olas … sino escudos y espadas golpeando unos contra otros , el sonido de la violencia y la lucha entre hombres y mujeres, el sonido de la batalla…","Cierro los ojos, no eran olas … sino escudos y espadas golpeando unos contra otros , el sonido de la violencia y la lucha entre hombres y mujeres, el sonido de la batalla…","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"Cierro los ojos, si que era mi corazón lo que escuchaba en mi cabeza, pero también los tambores de guerra , sonando al unísono…",23/5/18,1-1,7,FALSE,TRUE,Plot Action," Cierro los ojos, no son murmullos, sino los gritos desesperados de los caidos en combate y los gritos de fiereza y éxtasis de los que siguen en pie luchando, por salvar la vida…"," Cierro los ojos, no son murmullos, sino los gritos desesperados de los caidos en combate y los gritos de fiereza y éxtasis de los que siguen en pie luchando, por salvar la vida…","Cuando no soy capaz de pensar con claridad, cuando el cansancio me puede o cuando la rabia y el desasosiego hacen presa de mi, suelo cerrar los ojos … medito.",
"La brisa silvaba, eran las flechas las que cortaban el aire …",23/5/18,1-1,7,FALSE,FALSE,Plot Description,,"Cierro los ojos, si que era mi corazón lo que escuchaba en mi cabeza, pero también los tambores de guerra , sonando al unísono…",,
"Cierro los ojos… el sudor empapa mi cuerpo, y algo más, sangre…",23/5/18,1-1,7,TRUE,TRUE,Plot Action,"La brisa silvaba, eran las flechas las que cortaban el aire …","La brisa silvaba, eran las flechas las que cortaban el aire …",,
"No puedo respirar, ya no.",23/5/18,1-1,7,FALSE,TRUE,Plot Action,"Cierro los ojos… el sudor empapa mi cuerpo, y algo más, sangre…","Cierro los ojos… el sudor empapa mi cuerpo, y algo más, sangre…","La brisa silvaba, eran las flechas las que cortaban el aire …",
"Estoy de rodillas en el suelo, con una espada atravesando mi pecho…",23/5/18,1-1,7,TRUE,FALSE,Plot Description,"No puedo respirar, ya no.","No puedo respirar, ya no.",,
Cierro los ojos… estoy cansado… me sumo en mis pensamientos …,23/5/18,1-1,7,FALSE,TRUE,Plot Action,"Estoy de rodillas en el suelo, con una espada atravesando mi pecho…","Cierro los ojos… el sudor empapa mi cuerpo, y algo más, sangre…","No puedo respirar, ya no.",
"Cierrro los ojos, y cuando quiero volver a abrirlos … ya no puedo.",23/5/18,1-1,7,FALSE,TRUE,Plot Action,Cierro los ojos… estoy cansado… me sumo en mis pensamientos …,Cierro los ojos… estoy cansado… me sumo en mis pensamientos …,"Estoy de rodillas en el suelo, con una espada atravesando mi pecho…",
Sosteniendo la copa sobre la barra del bar estaba esperando.,23/5/18,1-1,9,FALSE,TRUE,Plot Description,,,,
"El humo cargaba el ambiente, cosa que me parecía repulsivo.",23/5/18,1-1,9,FALSE,FALSE,Plot Description,,Sosteniendo la copa sobre la barra del bar estaba esperando.,,
"Al otro lado del la puerta del local, aquella persona se disponía a entrar.",23/5/18,1-1,9,FALSE,FALSE,Plot Description,,Sosteniendo la copa sobre la barra del bar estaba esperando.,,
"El guada de seguridad, tras asetir y colocarse el pinganillo de su oreja derecha, abrió la puerta hacia aquel parasío, una orgía de rudio y alcohol.",23/5/18,1-1,9,FALSE,FALSE,Plot Action,,"Al otro lado del la puerta del local, aquella persona se disponía a entrar.",,
Caminaba por la alfombra roja hacia la sala de baile.,23/5/18,1-1,9,FALSE,FALSE,Plot Action,,"El guada de seguridad, tras asetir y colocarse el pinganillo de su oreja derecha, abrió la puerta hacia aquel parasío, una orgía de rudio y alcohol.",,
Vi como llegaba.,23/5/18,1-1,9,FALSE,TRUE,Plot Action,,Caminaba por la alfombra roja hacia la sala de baile.,,
"Sin dudarlo, me levanté de la barra esbozando una sonrisa.",23/5/18,1-1,9,FALSE,TRUE,Plot Action,,Vi como llegaba.,,
